OrderNumber,Date,InvoiceType,CustomerCode,Customer,BranchCode,Branch,Area,SalesRep,Brand,Category,SalesQuantity,SalesValue
SO-100012,2025-06-21,Return,1004,Choithrams,50012,Choithrams - Mirdif,Mirdif,Vikram Nair,Goldenfields,Food,-5,-4116.35
SO-100624,2025-06-21,Return,1008,Nesto Hypermarket,50031,Nesto Hypermarket - Bur Dubai,Bur Dubai,Anjali Menon,SunHarvest,Food,-3,-1689.09
SO-100753,2025-06-21,Sales,1009,West Zone Supermarket,50040,West Zone Supermarket - Dubai Marina,Dubai Marina,Fatima Khan,Cedarna,Food,20,22173.4
SO-100821,2025-06-22,Sales,1012,Viva Supermarket,50054,Viva Supermarket - Jebel Ali,Jebel Ali,Priya Raj,FreshNest,Food,3,2368.95
SO-100835,2025-06-22,Sales,1012,Viva Supermarket,50051,Viva Supermarket - Silicon Oasis,Silicon Oasis,Mariam Hassan,FreshLine,HPC,12,11984.76
SO-100360,2025-06-23,Sales,1013,Grandiose Supermarket,50058,Grandiose Supermarket - Festival City,Festival City,Omar Haddad,PureGlow,HPC,20,50578.2
SO-101115,2025-06-23,Sales,1003,Spinneys,50007,Spinneys - Al Qusais,Al Qusais,Anjali Menon,FreshLine,HPC,1,963.05
SO-101420,2025-06-23,Sales,1008,Nesto Hypermarket,50030,Nesto Hypermarket - JLT,JLT,Arjun Pillai,FreshLine,HPC,2,1742.56
SO-100651,2025-06-24,Sales,1004,Choithrams,50014,Choithrams - Dubai Marina,Dubai Marina,Fatima Khan,Goldenfields,Food,2,1806.12
SO-101103,2025-06-24,Sales,1001,Carrefour,50003,Carrefour - Satwa,Satwa,Mohammed Saleh,Lumora,HPC,2,4034.32
SO-101179,2025-06-24,Sales,1006,Waitrose,50024,Waitrose - Jumeirah,Jumeirah,Grace Fernandes,Lumora,HPC,3,6332.79
SO-101416,2025-06-24,Sales,1007,Al Maya Supermarket,50027,Al Maya Supermarket - Festival City,Festival City,Omar Haddad,DeliMia,Food,2,1932.88
SO-101433,2025-06-24,Sales,1005,Union Coop,50016,Union Coop - Al Quoz,Al Quoz,Ayesha Siddiqui,Crunchio,Food,1,504.62
SO-101901,2025-06-25,Sales,1002,Lulu Hypermarket,50004,Lulu Hypermarket - Bur Dubai,Bur Dubai,Anjali Menon,Lumora,HPC,1,1661.6
SO-100402,2025-06-26,Sales,1010,Géant,50041,Géant - Dubai Marina,Dubai Marina,Fatima Khan,Sparklo,HPC,1,808.59
SO-101447,2025-06-26,Sales,1011,Aswaaq,50050,Aswaaq - International City,International City,Sunil Kumar,Sparklo,HPC,2,1539.22
SO-101723,2025-06-26,Sales,1007,Al Maya Supermarket,50029,Al Maya Supermarket - Motor City,Motor City,Rashid Al Marzooqi,Cedarna,Food,1,1476.5
SO-101856,2025-06-26,Sales,1015,Safeer Market,50064,Safeer Market - Motor City,Motor City,Rashid Al Marzooqi,Cedarna,Food,5,6766.15
SO-100406,2025-06-27,Sales,1009,West Zone Supermarket,50037,West Zone Supermarket - Al Qusais,Al Qusais,Anjali Menon,SunHarvest,Food,12,5684.64
SO-101017,2025-06-27,Sales,1014,Day to Day,50059,Day to Day - Al Qusais,Al Qusais,Anjali Menon,Sparklo,HPC,2,1797.34
SO-101169,2025-06-27,Sales,1001,Carrefour,50003,Carrefour - Satwa,Satwa,Mohammed Saleh,Crunchio,Food,40,16864.4
SO-101816,2025-06-27,Sales,1011,Aswaaq,50048,Aswaaq - Al Barsha,Al Barsha,Mohammed Saleh,Caressa,HPC,20,25508.8
SO-100352,2025-06-28,Sales,1015,Safeer Market,50066,Safeer Market - Festival City,Festival City,Omar Haddad,Silkene,HPC,3,5431.89
SO-101194,2025-06-28,Sales,1010,Géant,50041,Géant - Dubai Marina,Dubai Marina,Fatima Khan,Zaytoona,Food,60,89707.8
SO-101958,2025-06-28,Sales,1008,Nesto Hypermarket,50033,Nesto Hypermarket - Silicon Oasis,Silicon Oasis,Mariam Hassan,Marhaba Gold,Food,1,592.97
SO-100398,2025-06-29,Return,1002,Lulu Hypermarket,50006,Lulu Hypermarket - Deira,Deira,Rashid Al Marzooqi,Lumora,HPC,-1,-1967.98
SO-100409,2025-06-29,Return,1010,Géant,50045,Géant - Deira,Deira,Rashid Al Marzooqi,Crunchio,Food,-40,-19780.0
SO-100452,2025-06-29,Sales,1009,West Zone Supermarket,50036,West Zone Supermarket - Deira,Deira,Rashid Al Marzooqi,SunHarvest,Food,8,4080.72
SO-100982,2025-06-29,Sales,1007,Al Maya Supermarket,50026,Al Maya Supermarket - International City,International City,Sunil Kumar,Lumora,HPC,1,1951.61
SO-101121,2025-06-29,Sales,1015,Safeer Market,50066,Safeer Market - Festival City,Festival City,Omar Haddad,Cedarna,Food,5,5935.45
SO-100133,2025-07-01,Sales,1012,Viva Supermarket,50051,Viva Supermarket - Silicon Oasis,Silicon Oasis,Mariam Hassan,Crunchio,Food,1,452.01
SO-100540,2025-07-02,Sales,1004,Choithrams,50011,Choithrams - Al Qusais,Al Qusais,Anjali Menon,Goldenfields,Food,1,953.3
SO-100830,2025-07-02,Sales,1009,West Zone Supermarket,50037,West Zone Supermarket - Al Qusais,Al Qusais,Anjali Menon,Caressa,HPC,2,2641.94
SO-101117,2025-07-03,Sales,1011,Aswaaq,50047,Aswaaq - Festival City,Festival City,Omar Haddad,SunHarvest,Food,1,486.12
SO-100816,2025-07-04,Sales,1003,Spinneys,50009,Spinneys - Bur Dubai,Bur Dubai,Anjali Menon,DeliMia,Food,3,3891.21
SO-101963,2025-07-04,Sales,1010,Géant,50042,Géant - Bur Dubai,Bur Dubai,Anjali Menon,Silkene,HPC,2,3735.32
SO-101094,2025-07-05,Sales,1012,Viva Supermarket,50054,Viva Supermarket - Jebel Ali,Jebel Ali,Priya Raj,Goldenfields,Food,40,40014.8
SO-101759,2025-07-05,Sales,1003,Spinneys,50009,Spinneys - Bur Dubai,Bur Dubai,Anjali Menon,Silkene,HPC,5,8388.8
SO-100736,2025-07-06,Sales,1006,Waitrose,50023,Waitrose - Bur Dubai,Bur Dubai,Anjali Menon,FreshLine,HPC,1,1105.43
SO-100763,2025-07-07,Sales,1007,Al Maya Supermarket,50027,Al Maya Supermarket - Festival City,Festival City,Omar Haddad,SunHarvest,Food,3,1805.52
SO-101112,2025-07-07,Return,1012,Viva Supermarket,50055,Viva Supermarket - Downtown,Downtown,Joseph Mathew,Sparklo,HPC,-1,-914.31
SO-101341,2025-07-07,Return,1012,Viva Supermarket,50055,Viva Supermarket - Downtown,Downtown,Joseph Mathew,Sparklo,HPC,-40,-37315.6
SO-101506,2025-07-07,Sales,1011,Aswaaq,50047,Aswaaq - Festival City,Festival City,Omar Haddad,Oasis Delights,Food,2,1428.2
SO-101845,2025-07-07,Sales,1008,Nesto Hypermarket,50032,Nesto Hypermarket - Discovery Gardens,Discovery Gardens,Lina Aboud,Cleanova,HPC,2,2005.64
SO-101898,2025-07-07,Sales,1013,Grandiose Supermarket,50057,Grandiose Supermarket - Jumeirah,Jumeirah,Grace Fernandes,Goldenfields,Food,20,17570.6
SO-100802,2025-07-08,Sales,1005,Union Coop,50017,Union Coop - Karama,Karama,Daniel Costa,FreshNest,Food,3,2338.89
SO-100810,2025-07-08,Sales,1001,Carrefour,50003,Carrefour - Satwa,Satwa,Mohammed Saleh,Goldenfields,Food,8,7094.96
SO-101218,2025-07-08,Sales,1013,Grandiose Supermarket,50057,Grandiose Supermarket - Jumeirah,Jumeirah,Grace Fernandes,SunHarvest,Food,20,10473.6
SO-101560,2025-07-09,Sales,1009,West Zone Supermarket,50038,West Zone Supermarket - Downtown,Downtown,Joseph Mathew,Zaytoona,Food,12,16254.96
SO-101563,2025-07-09,Sales,1002,Lulu Hypermarket,50004,Lulu Hypermarket - Bur Dubai,Bur Dubai,Anjali Menon,Lumora,HPC,3,5835.48
SO-100964,2025-07-10,Sales,1006,Waitrose,50022,Waitrose - Mirdif,Mirdif,Vikram Nair,FreshLine,HPC,20,20931.0
SO-100238,2025-07-11,Sales,1003,Spinneys,50007,Spinneys - Al Qusais,Al Qusais,Anjali Menon,Mintleaf,HPC,1,813.31
SO-100383,2025-07-11,Sales,1003,Spinneys,50007,Spinneys - Al Qusais,Al Qusais,Anjali Menon,SunHarvest,Food,1,555.53
SO-100633,2025-07-11,Sales,1005,Union Coop,50019,Union Coop - Jebel Ali,Jebel Ali,Priya Raj,DeliMia,Food,8,9372.16
SO-101347,2025-07-11,Sales,1005,Union Coop,50016,Union Coop - Al Quoz,Al Quoz,Ayesha Siddiqui,Lumora,HPC,1,1908.23
SO-101619,2025-07-11,Sales,1008,Nesto Hypermarket,50033,Nesto Hypermarket - Silicon Oasis,Silicon Oasis,Mariam Hassan,PureGlow,HPC,5,11702.55
SO-101772,2025-07-11,Sales,1009,West Zone Supermarket,50040,West Zone Supermarket - Dubai Marina,Dubai Marina,Fatima Khan,DeliMia,Food,1,1099.48
SO-101113,2025-07-12,Sales,1005,Union Coop,50016,Union Coop - Al Quoz,Al Quoz,Ayesha Siddiqui,Crunchio,Food,2,831.92
SO-101436,2025-07-12,Sales,1003,Spinneys,50008,Spinneys - Jumeirah,Jumeirah,Grace Fernandes,SunHarvest,Food,3,1514.79
SO-100413,2025-07-13,Return,1007,Al Maya Supermarket,50029,Al Maya Supermarket - Motor City,Motor City,Rashid Al Marzooqi,Caressa,HPC,-5,-6814.65
SO-101188,2025-07-14,Sales,1008,Nesto Hypermarket,50033,Nesto Hypermarket - Silicon Oasis,Silicon Oasis,Mariam Hassan,Goldenfields,Food,60,65907.6
SO-101507,2025-07-14,Sales,1014,Day to Day,50061,Day to Day - Motor City,Motor City,Rashid Al Marzooqi,Goldenfields,Food,1,943.64
SO-101636,2025-07-14,Sales,1005,Union Coop,50019,Union Coop - Jebel Ali,Jebel Ali,Priya Raj,Oasis Delights,Food,1,784.99
SO-101979,2025-07-14,Sales,1011,Aswaaq,50047,Aswaaq - Festival City,Festival City,Omar Haddad,Goldenfields,Food,5,5453.75
SO-101014,2025-07-15,Sales,1001,Carrefour,50003,Carrefour - Satwa,Satwa,Mohammed Saleh,Lumora,HPC,2,4389.94
SO-101285,2025-07-15,Sales,1007,Al Maya Supermarket,50029,Al Maya Supermarket - Motor City,Motor City,Rashid Al Marzooqi,DeliMia,Food,3,2977.44
SO-100058,2025-07-16,Sales,1007,Al Maya Supermarket,50029,Al Maya Supermarket - Motor City,Motor City,Rashid Al Marzooqi,Verdé,HPC,1,1955.38
SO-100330,2025-07-16,Sales,1010,Géant,50041,Géant - Dubai Marina,Dubai Marina,Fatima Khan,Auracare,HPC,3,7883.76
SO-100868,2025-07-16,Sales,1003,Spinneys,50010,Spinneys - Mirdif,Mirdif,Vikram Nair,Mintleaf,HPC,3,2596.71
SO-101461,2025-07-16,Sales,1013,Grandiose Supermarket,50058,Grandiose Supermarket - Festival City,Festival City,Omar Haddad,Caressa,HPC,20,31213.6
SO-100218,2025-07-17,Sales,1003,Spinneys,50009,Spinneys - Bur Dubai,Bur Dubai,Anjali Menon,Bakehouse Co,Food,20,17111.6
SO-100257,2025-07-17,Sales,1004,Choithrams,50013,Choithrams - Karama,Karama,Daniel Costa,Lumora,HPC,1,2037.63
SO-100293,2025-07-17,Sales,1002,Lulu Hypermarket,50006,Lulu Hypermarket - Deira,Deira,Rashid Al Marzooqi,Bakehouse Co,Food,2,1638.54
SO-100733,2025-07-17,Sales,1011,Aswaaq,50048,Aswaaq - Al Barsha,Al Barsha,Mohammed Saleh,Bakehouse Co,Food,5,4961.65
SO-100903,2025-07-17,Sales,1005,Union Coop,50018,Union Coop - International City,International City,Sunil Kumar,Goldenfields,Food,2,1932.72
SO-100913,2025-07-17,Sales,1002,Lulu Hypermarket,50004,Lulu Hypermarket - Bur Dubai,Bur Dubai,Anjali Menon,Silkene,HPC,100,158900.0
SO-101046,2025-07-17,Sales,1015,Safeer Market,50069,Safeer Market - Bur Dubai,Bur Dubai,Anjali Menon,FreshNest,Food,5,2972.7
SO-101150,2025-07-17,Sales,1011,Aswaaq,50050,Aswaaq - International City,International City,Sunil Kumar,Oasis Delights,Food,20,16450.0
SO-101434,2025-07-17,Sales,1009,West Zone Supermarket,50040,West Zone Supermarket - Dubai Marina,Dubai Marina,Fatima Khan,FreshLine,HPC,3,3119.49
SO-100958,2025-07-18,Sales,1004,Choithrams,50014,Choithrams - Dubai Marina,Dubai Marina,Fatima Khan,Verdé,HPC,3,6715.14
SO-101374,2025-07-18,Sales,1004,Choithrams,50013,Choithrams - Karama,Karama,Daniel Costa,Lumora,HPC,1,2120.02
SO-100044,2025-07-19,Sales,1003,Spinneys,50007,Spinneys - Al Qusais,Al Qusais,Anjali Menon,FreshLine,HPC,5,4778.35
SO-100101,2025-07-20,Sales,1014,Day to Day,50061,Day to Day - Motor City,Motor City,Rashid Al Marzooqi,Silkene,HPC,1,1804.33
SO-100428,2025-07-20,Sales,1013,Grandiose Supermarket,50057,Grandiose Supermarket - Jumeirah,Jumeirah,Grace Fernandes,Crunchio,Food,5,2109.0
SO-101672,2025-07-21,Sales,1005,Union Coop,50016,Union Coop - Al Quoz,Al Quoz,Ayesha Siddiqui,FreshNest,Food,5,3518.65
SO-100911,2025-07-22,Sales,1006,Waitrose,50023,Waitrose - Bur Dubai,Bur Dubai,Anjali Menon,Caressa,HPC,3,4867.95
SO-101333,2025-07-22,Sales,1003,Spinneys,50010,Spinneys - Mirdif,Mirdif,Vikram Nair,DeliMia,Food,1,1190.98
SO-100762,2025-07-23,Sales,1010,Géant,50041,Géant - Dubai Marina,Dubai Marina,Fatima Khan,Bakehouse Co,Food,5,4494.7
SO-101165,2025-07-23,Sales,1014,Day to Day,50061,Day to Day - Motor City,Motor City,Rashid Al Marzooqi,Marhaba Gold,Food,12,8112.36
SO-101052,2025-07-24,Sales,1014,Day to Day,50059,Day to Day - Al Qusais,Al Qusais,Anjali Menon,Verdé,HPC,12,21356.28
SO-101298,2025-07-24,Sales,1007,Al Maya Supermarket,50027,Al Maya Supermarket - Festival City,Festival City,Omar Haddad,Oasis Delights,Food,8,6351.76
SO-100324,2025-07-25,Sales,1004,Choithrams,50015,Choithrams - JLT,JLT,Arjun Pillai,Marhaba Gold,Food,1,573.42
SO-101544,2025-07-25,Sales,1012,Viva Supermarket,50053,Viva Supermarket - Al Barsha,Al Barsha,Mohammed Saleh,Auracare,HPC,1,2353.76
SO-101780,2025-07-25,Sales,1005,Union Coop,50017,Union Coop - Karama,Karama,Daniel Costa,Bakehouse Co,Food,8,7071.52
SO-101487,2025-07-26,Sales,1003,Spinneys,50007,Spinneys - Al Qusais,Al Qusais,Anjali Menon,Caressa,HPC,12,16034.88
SO-100438,2025-07-27,Sales,1001,Carrefour,50003,Carrefour - Satwa,Satwa,Mohammed Saleh,Cedarna,Food,1,1467.39
SO-100956,2025-07-27,Sales,1014,Day to Day,50061,Day to Day - Motor City,Motor City,Rashid Al Marzooqi,DeliMia,Food,20,21546.4
SO-101135,2025-07-27,Sales,1011,Aswaaq,50049,Aswaaq - Downtown,Downtown,Joseph Mathew,Verdé,HPC,8,17753.28
SO-101463,2025-07-27,Sales,1011,Aswaaq,50050,Aswaaq - International City,International City,Sunil Kumar,Marhaba Gold,Food,40,25674.0
SO-101631,2025-07-27,Sales,1001,Carrefour,50001,Carrefour - Deira,Deira,Rashid Al Marzooqi,PureGlow,HPC,1,2627.56
SO-100284,2025-07-28,Sales,1008,Nesto Hypermarket,50034,Nesto Hypermarket - Deira,Deira,Rashid Al Marzooqi,Verdé,HPC,8,15901.76
SO-101025,2025-07-28,Sales,1013,Grandiose Supermarket,50058,Grandiose Supermarket - Festival City,Festival City,Omar Haddad,Mintleaf,HPC,5,3484.3
SO-100102,2025-07-29,Sales,1010,Géant,50041,Géant - Dubai Marina,Dubai Marina,Fatima Khan,Sparklo,HPC,5,5121.45
SO-100295,2025-07-29,Sales,1001,Carrefour,50002,Carrefour - Jebel Ali,Jebel Ali,Priya Raj,Silkene,HPC,40,60006.4
SO-101943,2025-07-30,Sales,1010,Géant,50046,Géant - Jumeirah,Jumeirah,Grace Fernandes,Cleanova,HPC,12,15831.6
SO-100924,2025-07-31,Sales,1002,Lulu Hypermarket,50006,Lulu Hypermarket - Deira,Deira,Rashid Al Marzooqi,FreshNest,Food,8,5570.16
SO-101794,2025-07-31,Sales,1006,Waitrose,50022,Waitrose - Mirdif,Mirdif,Vikram Nair,Marhaba Gold,Food,8,5577.44
SO-100637,2025-08-01,Sales,1006,Waitrose,50022,Waitrose - Mirdif,Mirdif,Vikram Nair,Goldenfields,Food,3,2920.89
SO-100921,2025-08-01,Sales,1009,West Zone Supermarket,50035,West Zone Supermarket - JLT,JLT,Arjun Pillai,Sparklo,HPC,2,2027.62
SO-101490,2025-08-01,Sales,1011,Aswaaq,50048,Aswaaq - Al Barsha,Al Barsha,Mohammed Saleh,PureGlow,HPC,8,23210.72
SO-101494,2025-08-01,Sales,1012,Viva Supermarket,50053,Viva Supermarket - Al Barsha,Al Barsha,Mohammed Saleh,FreshLine,HPC,5,5382.6
SO-100626,2025-08-02,Sales,1015,Safeer Market,50067,Safeer Market - Jumeirah,Jumeirah,Grace Fernandes,Goldenfields,Food,8,8474.8
SO-101746,2025-08-02,Sales,1011,Aswaaq,50049,Aswaaq - Downtown,Downtown,Joseph Mathew,Mintleaf,HPC,1,736.7
SO-100217,2025-08-03,Sales,1006,Waitrose,50021,Waitrose - Deira,Deira,Rashid Al Marzooqi,Oasis Delights,Food,8,5588.32
SO-100344,2025-08-03,Sales,1004,Choithrams,50014,Choithrams - Dubai Marina,Dubai Marina,Fatima Khan,Auracare,HPC,2,3990.72
SO-101324,2025-08-03,Sales,1004,Choithrams,50015,Choithrams - JLT,JLT,Arjun Pillai,SunHarvest,Food,1,453.64
SO-101000,2025-08-04,Sales,1008,Nesto Hypermarket,50032,Nesto Hypermarket - Discovery Gardens,Discovery Gardens,Lina Aboud,FreshNest,Food,1,744.14
SO-101364,2025-08-04,Sales,1007,Al Maya Supermarket,50026,Al Maya Supermarket - International City,International City,Sunil Kumar,FreshLine,HPC,60,62836.8
SO-100585,2025-08-05,Sales,1002,Lulu Hypermarket,50005,Lulu Hypermarket - Silicon Oasis,Silicon Oasis,Mariam Hassan,Zaytoona,Food,2,3279.94
SO-101320,2025-08-05,Sales,1002,Lulu Hypermarket,50004,Lulu Hypermarket - Bur Dubai,Bur Dubai,Anjali Menon,Silkene,HPC,1,1934.42
SO-101656,2025-08-05,Sales,1002,Lulu Hypermarket,50006,Lulu Hypermarket - Deira,Deira,Rashid Al Marzooqi,Sparklo,HPC,60,46546.8
SO-100003,2025-08-06,Sales,1012,Viva Supermarket,50055,Viva Supermarket - Downtown,Downtown,Joseph Mathew,Bakehouse Co,Food,12,10366.44
SO-100082,2025-08-06,Sales,1015,Safeer Market,50065,Safeer Market - Discovery Gardens,Discovery Gardens,Lina Aboud,Caressa,HPC,3,3756.54
SO-100467,2025-08-06,Sales,1015,Safeer Market,50068,Safeer Market - Al Quoz,Al Quoz,Ayesha Siddiqui,Verdé,HPC,5,9975.3
SO-100495,2025-08-06,Sales,1003,Spinneys,50010,Spinneys - Mirdif,Mirdif,Vikram Nair,Crunchio,Food,3,1587.69
SO-101498,2025-08-06,Sales,1006,Waitrose,50024,Waitrose - Jumeirah,Jumeirah,Grace Fernandes,FreshLine,HPC,1,1047.58
SO-101512,2025-08-06,Sales,1012,Viva Supermarket,50055,Viva Supermarket - Downtown,Downtown,Joseph Mathew,Auracare,HPC,1,2494.89
SO-100505,2025-08-07,Sales,1006,Waitrose,50023,Waitrose - Bur Dubai,Bur Dubai,Anjali Menon,Goldenfields,Food,3,3315.63
SO-100543,2025-08-07,Sales,1015,Safeer Market,50064,Safeer Market - Motor City,Motor City,Rashid Al Marzooqi,FreshLine,HPC,1,871.4
SO-101774,2025-08-09,Sales,1010,Géant,50043,Géant - Festival City,Festival City,Omar Haddad,Silkene,HPC,5,9359.9
SO-100323,2025-08-10,Sales,1001,Carrefour,50002,Carrefour - Jebel Ali,Jebel Ali,Priya Raj,FreshNest,Food,3,2294.97
SO-101325,2025-08-10,Sales,1004,Choithrams,50014,Choithrams - Dubai Marina,Dubai Marina,Fatima Khan,Goldenfields,Food,2,1817.76
SO-101009,2025-08-11,Sales,1007,Al Maya Supermarket,50028,Al Maya Supermarket - Al Qusais,Al Qusais,Anjali Menon,Goldenfields,Food,20,19005.4
SO-100076,2025-08-12,Sales,1002,Lulu Hypermarket,50005,Lulu Hypermarket - Silicon Oasis,Silicon Oasis,Mariam Hassan,Goldenfields,Food,3,2677.05
SO-100973,2025-08-12,Sales,1004,Choithrams,50011,Choithrams - Al Qusais,Al Qusais,Anjali Menon,Lumora,HPC,3,5527.38
SO-101763,2025-08-12,Sales,1006,Waitrose,50025,Waitrose - International City,International City,Sunil Kumar,Cedarna,Food,1,1455.07
SO-101415,2025-08-13,Sales,1006,Waitrose,50023,Waitrose - Bur Dubai,Bur Dubai,Anjali Menon,Bakehouse Co,Food,1,999.29
SO-100048,2025-08-15,Sales,1004,  Choithrams ,50015,Choithrams - JLT,JLT,Arjun Pillai,Oasis Delights,Food,5,4609.4
SO-100570,2025-08-15,Sales,1002,Lulu Hypermarket,50004,Lulu Hypermarket - Bur Dubai,Bur Dubai,Anjali Menon,Sparklo,HPC,2,1978.24
SO-100769,2025-08-15,Sales,1015,Safeer Market,50066,Safeer Market - Festival City,Festival City,Omar Haddad,Silkene,HPC,2,3485.24
SO-101796,2025-08-15,Sales,1003,Spinneys,50009,Spinneys - Bur Dubai,Bur Dubai,Anjali Menon,Marhaba Gold,Food,2,1365.44
SO-100024,2025-08-16,Sales,1010,Géant,50046,Géant - Jumeirah,Jumeirah,Grace Fernandes,Goldenfields,Food,40,37304.4
SO-100069,2025-08-16,Sales,1014,Day to Day,50063,Day to Day - Al Barsha,Al Barsha,Mohammed Saleh,Auracare,HPC,1,2723.93
SO-100556,2025-08-16,Sales,1012,Viva Supermarket,50052,Viva Supermarket - Dubai Marina,Dubai Marina,Fatima Khan,DeliMia,Food,1,976.75
SO-100647,2025-08-16,Sales,1004,Choithrams,50015,Choithrams - JLT,JLT,Arjun Pillai,Auracare,HPC,40,83839.6
SO-100655,2025-08-16,Sales,1015,Safeer Market,50069,Safeer Market - Bur Dubai,Bur Dubai,Anjali Menon,Oasis Delights,Food,5,4230.1
SO-100945,2025-08-16,Sales,1008,Nesto Hypermarket,50034,Nesto Hypermarket - Deira,Deira,Rashid Al Marzooqi,Cleanova,HPC,1,1039.57
SO-101283,2025-08-16,Sales,1009,West Zone Supermarket,50037,West Zone Supermarket - Al Qusais,Al Qusais,Anjali Menon,Mintleaf,HPC,5,4050.65
SO-101253,2025-08-17,Sales,1001,Carrefour,50002,Carrefour - Jebel Ali,Jebel Ali,Priya Raj,SunHarvest,Food,1,571.97
SO-101669,2025-08-17,Return,1010,Géant,50044,Géant - Al Barsha,Al Barsha,Mohammed Saleh,DeliMia,Food,-3,-3439.92
SO-100407,2025-08-18,Return,1015,Safeer Market,50066,Safeer Market - Festival City,Festival City,Omar Haddad,Bakehouse Co,Food,-20,-14901.2
SO-101139,2025-08-18,Sales,1015,Safeer Market,50064,Safeer Market - Motor City,Motor City,Rashid Al Marzooqi,Lumora,HPC,1,1746.47
SO-101505,2025-08-18,Sales,1015,Safeer Market,50065,Safeer Market - Discovery Gardens,Discovery Gardens,Lina Aboud,Lumora,HPC,8,16537.68
SO-100130,2025-08-19,Sales,1008,Nesto Hypermarket,50033,Nesto Hypermarket - Silicon Oasis,Silicon Oasis,Mariam Hassan,FreshNest,Food,2,1404.98
SO-100474,2025-08-19,Sales,1005,Union Coop,50020,Union Coop - Al Qusais,Al Qusais,Anjali Menon,Oasis Delights,Food,1,873.24
SO-100850,2025-08-19,Sales,1008,Nesto Hypermarket,50034,Nesto Hypermarket - Deira,Deira,Rashid Al Marzooqi,Mintleaf,HPC,1,734.2
SO-100250,2025-08-20,Sales,1014,Day to Day,50063,Day to Day - Al Barsha,Al Barsha,Mohammed Saleh,FreshLine,HPC,8,8701.92
SO-100761,2025-08-20,Sales,1009,West Zone Supermarket,50040,West Zone Supermarket - Dubai Marina,Dubai Marina,Fatima Khan,PureGlow,HPC,8,21988.24
SO-100934,2025-08-20,Sales,1008,Nesto Hypermarket,50032,Nesto Hypermarket - Discovery Gardens,Discovery Gardens,Lina Aboud,PureGlow,HPC,5,12476.55
SO-101297,2025-08-20,Sales,1003,Spinneys,50007,Spinneys - Al Qusais,Al Qusais,Anjali Menon,FreshLine,HPC,8,8901.04
SO-101302,2025-08-20,Sales,1008,Nesto Hypermarket,50033,Nesto Hypermarket - Silicon Oasis,Silicon Oasis,Mariam Hassan,Bakehouse Co,Food,8,6129.36
SO-101700,2025-08-20,Sales,1014,Day to Day,50063,Day to Day - Al Barsha,Al Barsha,Mohammed Saleh,PureGlow,HPC,1,2755.03
SO-100711,2025-08-21,Sales,1006,Waitrose,50021,Waitrose - Deira,Deira,Rashid Al Marzooqi,Verdé,HPC,1,1808.08
SO-100500,2025-08-23,Sales,1001,Carrefour,50002,Carrefour - Jebel Ali,Jebel Ali,Priya Raj,DeliMia,Food,1,1155.19
SO-100639,2025-08-23,Return,1005,Union Coop,50017,Union Coop - Karama,Karama,Daniel Costa,Cleanova,HPC,-5,-6008.65
SO-100729,2025-08-23,Sales,1013,Grandiose Supermarket,50056,Grandiose Supermarket - Silicon Oasis,Silicon Oasis,Mariam Hassan,DeliMia,Food,40,39489.2
SO-101176,2025-08-23,Sales,1009,West Zone Supermarket,50035,West Zone Supermarket - JLT,JLT,Arjun Pillai,Sparklo,HPC,2,1784.98
SO-101973,2025-08-23,Sales,1002,Lulu Hypermarket,50004,Lulu Hypermarket - Bur Dubai,Bur Dubai,Anjali Menon,PureGlow,HPC,5,15281.7
SO-100417,2025-08-24,Sales,1006,Waitrose,50022,Waitrose - Mirdif,Mirdif,Vikram Nair,PureGlow,HPC,8,23805.68
SO-100900,2025-08-24,Sales,1003,Spinneys,50008,Spinneys - Jumeirah,Jumeirah,Grace Fernandes,Silkene,HPC,1,1526.39
SO-100987,2025-08-24,Sales,1012,Viva Supermarket,50055,Viva Supermarket - Downtown,Downtown,Joseph Mathew,Lumora,HPC,12,21910.44
SO-101455,2025-08-24,Sales,1010,Géant,50045,Géant - Deira,Deira,Rashid Al Marzooqi,PureGlow,HPC,5,12998.35
SO-102000,2025-08-24,Sales,1009,West Zone Supermarket,50035,West Zone Supermarket - JLT,JLT,Arjun Pillai,FreshNest,Food,1,604.32
SO-100687,2025-08-25,Sales,1015,Safeer Market,50064,Safeer Market - Motor City,Motor City,Rashid Al Marzooqi,Marhaba Gold,Food,8,5888.08
SO-100765,2025-08-25,Sales,1009,West Zone Supermarket,50040,West Zone Supermarket - Dubai Marina,Dubai Marina,Fatima Khan,Auracare,HPC,5,12428.45
SO-100992,2025-08-25,Sales,1012,Viva Supermarket,50052,Viva Supermarket - Dubai Marina,Dubai Marina,Fatima Khan,Lumora,HPC,3,5731.56
SO-100792,2025-08-26,Sales,1012,Viva Supermarket,50054,Viva Supermarket - Jebel Ali,Jebel Ali,Priya Raj,Crunchio,Food,2,1119.0
SO-101033,2025-08-26,Return,1014,Day to Day,50059,Day to Day - Al Qusais,Al Qusais,Anjali Menon,Crunchio,Food,-12,-6430.92
SO-101161,2025-08-26,Sales,1009,West Zone Supermarket,50035,West Zone Supermarket - JLT,JLT,Arjun Pillai,Verdé,HPC,8,16139.84
SO-101895,2025-08-26,Sales,1008,Nesto Hypermarket,50033,Nesto Hypermarket - Silicon Oasis,Silicon Oasis,Mariam Hassan,FreshLine,HPC,1,1142.9
